2022-12-23 13:34:25.078,91282CFX4,99-001,1000000,2000000,BID,99-00+,1000000,2000000,OFFER,
2022-12-23 13:34:25.080,91282CFX4,99-002,2000000,4000000,BID,99-005,2000000,4000000,OFFER,
2022-12-23 13:34:25.081,91282CFX4,99-002,1000000,2000000,BID,99-006,1000000,2000000,OFFER,
2022-12-23 13:34:25.082,91282CFX4,99-00+,2000000,4000000,BID,99-006,2000000,4000000,OFFER,
2022-12-23 13:34:25.084,91282CFX4,99-00+,1000000,2000000,BID,99-007,1000000,2000000,OFFER,
2022-12-23 13:34:25.085,91282CFX4,99-006,2000000,4000000,BID,99-011,2000000,4000000,OFFER,
2022-12-23 13:34:25.086,91282CFX4,99-007,1000000,2000000,BID,99-011,1000000,2000000,OFFER,
2022-12-23 13:34:25.088,91282CFX4,99-007,2000000,4000000,BID,99-012,2000000,4000000,OFFER,
2022-12-23 13:34:25.089,91282CFX4,99-010,1000000,2000000,BID,99-01+,1000000,2000000,OFFER,
2022-12-23 13:34:25.090,91282CFX4,99-011,2000000,4000000,BID,99-01+,2000000,4000000,OFFER,
2022-12-23 13:34:25.091,91282CFX4,99-013,1000000,2000000,BID,99-016,1000000,2000000,OFFER,
2022-12-23 13:34:25.092,91282CFX4,99-01+,2000000,4000000,BID,99-016,2000000,4000000,OFFER,
2022-12-23 13:34:25.093,91282CFX4,99-015,1000000,2000000,BID,99-020,1000000,2000000,OFFER,
2022-12-23 13:34:25.094,91282CFX4,99-016,2000000,4000000,BID,99-020,2000000,4000000,OFFER,
2022-12-23 13:34:25.095,91282CFX4,99-016,1000000,2000000,BID,99-021,1000000,2000000,OFFER,
2022-12-23 13:34:25.097,91282CFX4,99-017,2000000,4000000,BID,99-023,2000000,4000000,OFFER,
2022-12-23 13:34:25.098,91282CFX4,99-021,1000000,2000000,BID,99-02+,1000000,2000000,OFFER,
2022-12-23 13:34:25.099,91282CFX4,99-022,2000000,4000000,BID,99-025,2000000,4000000,OFFER,
2022-12-23 13:34:25.100,91282CFX4,99-022,1000000,2000000,BID,99-026,1000000,2000000,OFFER,
2022-12-23 13:34:25.102,91282CFX4,99-023,2000000,4000000,BID,99-027,2000000,4000000,OFFER,
2022-12-23 13:34:25.103,91282CFX4,99-02+,1000000,2000000,BID,99-027,1000000,2000000,OFFER,
2022-12-23 13:34:25.104,91282CFX4,99-026,2000000,4000000,BID,99-031,2000000,4000000,OFFER,
2022-12-23 13:34:25.105,91282CFX4,99-026,1000000,2000000,BID,99-032,1000000,2000000,OFFER,
2022-12-23 13:34:25.106,91282CFX4,99-027,2000000,4000000,BID,99-032,2000000,4000000,OFFER,
2022-12-23 13:34:25.107,91282CFX4,99-031,1000000,2000000,BID,99-03+,1000000,2000000,OFFER,
2022-12-23 13:34:25.109,91282CFX4,99-032,2000000,4000000,BID,99-035,2000000,4000000,OFFER,
2022-12-23 13:34:25.110,91282CFX4,99-033,1000000,2000000,BID,99-036,1000000,2000000,OFFER,
2022-12-23 13:34:25.111,91282CFX4,99-033,2000000,4000000,BID,99-037,2000000,4000000,OFFER,
2022-12-23 13:34:25.112,91282CFX4,99-03+,1000000,2000000,BID,99-040,1000000,2000000,OFFER,
2022-12-23 13:34:25.113,91282CFX4,99-036,2000000,4000000,BID,99-040,2000000,4000000,OFFER,
2022-12-23 13:34:25.114,91282CFX4,99-036,1000000,2000000,BID,99-041,1000000,2000000,OFFER,
2022-12-23 13:34:25.115,91282CFX4,99-037,2000000,4000000,BID,99-042,2000000,4000000,OFFER,
2022-12-23 13:34:25.121,91282CFX4,99-041,1000000,2000000,BID,99-04+,1000000,2000000,OFFER,
2022-12-23 13:34:25.122,91282CFX4,99-041,2000000,4000000,BID,99-045,2000000,4000000,OFFER,
2022-12-23 13:34:25.124,91282CFX4,99-043,1000000,2000000,BID,99-046,1000000,2000000,OFFER,
2022-12-23 13:34:25.128,91282CFX4,99-043,2000000,4000000,BID,99-047,2000000,4000000,OFFER,
2022-12-23 13:34:25.130,91282CFX4,99-04+,1000000,2000000,BID,99-050,1000000,2000000,OFFER,
2022-12-23 13:34:25.135,91282CFX4,99-045,2000000,4000000,BID,99-051,2000000,4000000,OFFER,
2022-12-23 13:34:25.137,91282CFX4,99-046,1000000,2000000,BID,99-051,1000000,2000000,OFFER,
2022-12-23 13:34:25.138,91282CFX4,99-047,2000000,4000000,BID,99-052,2000000,4000000,OFFER,
2022-12-23 13:34:25.139,91282CFX4,99-051,1000000,2000000,BID,99-053,1000000,2000000,OFFER,
2022-12-23 13:34:25.140,91282CFX4,99-051,2000000,4000000,BID,99-05+,2000000,4000000,OFFER,
2022-12-23 13:34:25.141,91282CFX4,99-052,1000000,2000000,BID,99-056,1000000,2000000,OFFER,
2022-12-23 13:34:25.142,91282CFX4,99-053,2000000,4000000,BID,99-056,2000000,4000000,OFFER,
2022-12-23 13:34:25.143,91282CFX4,99-05+,1000000,2000000,BID,99-060,1000000,2000000,OFFER,
2022-12-23 13:34:25.144,91282CFX4,99-056,2000000,4000000,BID,99-060,2000000,4000000,OFFER,
2022-12-23 13:34:25.146,91282CFX4,99-056,1000000,2000000,BID,99-062,1000000,2000000,OFFER,
2022-12-23 13:34:25.150,91282CFX4,99-060,2000000,4000000,BID,99-062,2000000,4000000,OFFER,
2022-12-23 13:34:25.155,91282CFX4,99-061,1000000,2000000,BID,99-063,1000000,2000000,OFFER,
2022-12-23 13:34:25.156,91282CFX4,99-061,2000000,4000000,BID,99-06+,2000000,4000000,OFFER,
2022-12-23 13:34:25.157,91282CFX4,99-063,1000000,2000000,BID,99-066,1000000,2000000,OFFER,
2022-12-23 13:34:25.159,91282CFX4,99-06+,2000000,4000000,BID,99-066,2000000,4000000,OFFER,
2022-12-23 13:34:25.160,91282CFX4,99-065,1000000,2000000,BID,99-067,1000000,2000000,OFFER,
2022-12-23 13:34:25.161,91282CFX4,99-065,2000000,4000000,BID,99-070,2000000,4000000,OFFER,
2022-12-23 13:34:25.165,91282CFX4,99-066,1000000,2000000,BID,99-071,1000000,2000000,OFFER,
2022-12-23 13:34:25.166,91282CFX4,99-070,2000000,4000000,BID,99-072,2000000,4000000,OFFER,
2022-12-23 13:34:25.167,91282CFX4,99-070,1000000,2000000,BID,99-07+,1000000,2000000,OFFER,
2022-12-23 13:34:25.168,91282CFX4,99-072,2000000,4000000,BID,99-07+,2000000,4000000,OFFER,
2022-12-23 13:34:25.169,91282CFX4,99-072,1000000,2000000,BID,99-075,1000000,2000000,OFFER,
2022-12-23 13:34:25.170,91282CFX4,99-07+,2000000,4000000,BID,99-077,2000000,4000000,OFFER,
2022-12-23 13:34:25.170,91282CFX4,99-07+,1000000,2000000,BID,99-077,1000000,2000000,OFFER,
2022-12-23 13:34:25.171,91282CFX4,99-076,2000000,4000000,BID,99-080,2000000,4000000,OFFER,
2022-12-23 13:34:25.172,91282CFX4,99-076,1000000,2000000,BID,99-081,1000000,2000000,OFFER,
2022-12-23 13:34:25.173,91282CFX4,99-080,2000000,4000000,BID,99-083,2000000,4000000,OFFER,
2022-12-23 13:34:25.174,91282CFX4,99-081,1000000,2000000,BID,99-083,1000000,2000000,OFFER,
2022-12-23 13:34:25.175,91282CFX4,99-082,2000000,4000000,BID,99-085,2000000,4000000,OFFER,
2022-12-23 13:34:25.176,91282CFX4,99-083,1000000,2000000,BID,99-086,1000000,2000000,OFFER,
2022-12-23 13:34:25.177,91282CFX4,99-08+,2000000,4000000,BID,99-087,2000000,4000000,OFFER,
