2022-12-23 01:19:51.912,91282CFX4,0.019672,-10000000,
2022-12-23 01:19:51.928,91282CFX4,0.019672,10000000,
2022-12-23 01:19:51.931,91282CFX4,0.019672,-20000000,
2022-12-23 01:19:51.935,91282CFX4,0.019672,20000000,
2022-12-23 01:19:51.937,91282CFX4,0.019672,-30000000,
2022-12-23 01:19:51.955,91282CFX4,0.019672,-20000000,
2022-12-23 01:19:51.964,91282CFX4,0.019672,-40000000,
2022-12-23 01:19:51.993,91282CFX4,0.019672,-10000000,
2022-12-23 01:19:51.997,91282CFX4,0.019672,-50000000,
2022-12-23 01:19:51.999,91282CFX4,0.019672,0,
2022-12-23 01:19:52.003,91282CFW6,0.028850,-10000000,
2022-12-23 01:19:52.008,91282CFW6,0.028850,10000000,
2022-12-23 01:19:52.011,91282CFW6,0.028850,-20000000,
2022-12-23 01:19:52.013,91282CFW6,0.028850,20000000,
2022-12-23 01:19:52.017,91282CFW6,0.028850,-30000000,
2022-12-23 01:19:52.022,91282CFW6,0.028850,-20000000,
2022-12-23 01:19:52.026,91282CFW6,0.028850,-40000000,
2022-12-23 01:19:52.030,91282CFW6,0.028850,-10000000,
2022-12-23 01:19:52.034,91282CFW6,0.028850,-50000000,
2022-12-23 01:19:52.037,91282CFW6,0.028850,0,
2022-12-23 01:19:52.040,91282CFZ9,0.048556,-10000000,
2022-12-23 01:19:52.043,91282CFZ9,0.048556,10000000,
2022-12-23 01:19:52.046,91282CFZ9,0.048556,-20000000,
2022-12-23 01:19:52.048,91282CFZ9,0.048556,20000000,
2022-12-23 01:19:52.054,91282CFZ9,0.048556,-30000000,
2022-12-23 01:19:52.062,91282CFZ9,0.048556,-20000000,
2022-12-23 01:19:52.067,91282CFZ9,0.048556,-40000000,
2022-12-23 01:19:52.070,91282CFZ9,0.048556,-10000000,
2022-12-23 01:19:52.073,91282CFZ9,0.048556,-50000000,
2022-12-23 01:19:52.075,91282CFZ9,0.048556,0,
2022-12-23 01:19:52.078,91282CFY2,0.068303,-10000000,
2022-12-23 01:19:52.083,91282CFY2,0.068303,10000000,
2022-12-23 01:19:52.086,91282CFY2,0.068303,-20000000,
2022-12-23 01:19:52.089,91282CFY2,0.068303,20000000,
2022-12-23 01:19:52.091,91282CFY2,0.068303,-30000000,
2022-12-23 01:19:52.094,91282CFY2,0.068303,-20000000,
2022-12-23 01:19:52.096,91282CFY2,0.068303,-40000000,
2022-12-23 01:19:52.111,91282CFY2,0.068303,-10000000,
2022-12-23 01:19:52.115,91282CFY2,0.068303,-50000000,
2022-12-23 01:19:52.119,91282CFY2,0.068303,0,
2022-12-23 01:19:52.122,91282CFV8,0.080720,-10000000,
2022-12-23 01:19:52.125,91282CFV8,0.080720,10000000,
2022-12-23 01:19:52.127,91282CFV8,0.080720,-20000000,
2022-12-23 01:19:52.131,91282CFV8,0.080720,20000000,
2022-12-23 01:19:52.133,91282CFV8,0.080720,-30000000,
2022-12-23 01:19:52.136,91282CFV8,0.080720,-20000000,
2022-12-23 01:19:52.139,91282CFV8,0.080720,-40000000,
2022-12-23 01:19:52.142,91282CFV8,0.080720,-10000000,
2022-12-23 01:19:52.150,91282CFV8,0.080720,-50000000,
2022-12-23 01:19:52.155,91282CFV8,0.080720,0,
2022-12-23 01:19:52.163,912810TM0,0.118326,-10000000,
2022-12-23 01:19:52.169,912810TM0,0.118326,10000000,
2022-12-23 01:19:52.173,912810TM0,0.118326,-20000000,
2022-12-23 01:19:52.178,912810TM0,0.118326,20000000,
2022-12-23 01:19:52.184,912810TM0,0.118326,-30000000,
2022-12-23 01:19:52.186,912810TM0,0.118326,-20000000,
2022-12-23 01:19:52.198,912810TM0,0.118326,-40000000,
2022-12-23 01:19:52.201,912810TM0,0.118326,-10000000,
2022-12-23 01:19:52.204,912810TM0,0.118326,-50000000,
2022-12-23 01:19:52.212,912810TM0,0.118326,0,
2022-12-23 01:19:52.231,912810TL2,0.185320,-10000000,
2022-12-23 01:19:52.233,912810TL2,0.185320,10000000,
2022-12-23 01:19:52.236,912810TL2,0.185320,-20000000,
2022-12-23 01:19:52.239,912810TL2,0.185320,20000000,
2022-12-23 01:19:52.247,912810TL2,0.185320,-30000000,
2022-12-23 01:19:52.249,912810TL2,0.185320,-20000000,
2022-12-23 01:19:52.264,912810TL2,0.185320,-40000000,
2022-12-23 01:19:52.273,912810TL2,0.185320,-10000000,
2022-12-23 01:19:52.308,912810TL2,0.185320,-50000000,
2022-12-23 01:19:52.311,912810TL2,0.185320,0,
